FINESS_ET;FINESS_EJ;RAISON_SOCIALE;RAISON_SOCIALE_ENTITE_JURIDIQUE;ADRESSE_ADMINISTRATIVE_1;ADRESSE_ADMINISTRATIVE_2;NUM_VOIE;CPT_NUM;TYPE_VOIE;VOIE;ADRESSE_COMPLETE;COMPLEMENT_ADRESSE;NUM_DEPT;DEPT;CP_VILLE;NUM_TEL;NUM_FAX;NUM_CAT;CATEGORIE_DE_L_ETABLISSEMENT;NUM_TYPE;TYPE_ETABLISSEMENT;NUM_SIRET;CODE_APE;CODE_TARIF;LIB_TARIFICATION;CODE_PSPH;PARTICIPANT_SERVICE_PUBLIC_HOSPITALIER;DATE_OUVERTURE;lat;lng;WGS84
770300093;770000271;POLYCLINIQUE DE LAGNY-SUR-MARNE;POLYCLINIQUE DE LAGNY (CHIRURGIE-HEMODIALYSE-MEDECINE);;;13;;R;VACHERESSE;13 R VACHERESSE;;77;SEINE-ET-MARNE;77400 LAGNY SUR MARNE;01 64 12 64 12;01 64 30 47 94;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;38420842700029;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1948-12-06;48.8767939;2.7028185;48.8767939,2.7028185
770802908;770700185;CENTRE DE GUIDANCE INFANTILE;CENTRE DE GUIDANCE INFANTILE - PSYCHIATRIE INFANTO-JUVENILE;CENTRE DE GUIDANCE INFANTILE;;53;;R;DE LA CRECHE;53 R DE LA CRECHE;;77;SEINE-ET-MARNE;77100 MEAUX;01 60 09 88 70;01 60 09 88 71;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.954713;2.8857597;48.954713,2.8857597
780170064;780020111;HOPITAL DE JOUR LES METZ;"HOPITAL DE JOUR ""LES METZ"" - A.R.I.S.";;;12;;CHE;DE LA BUTTE AU BEURRE;12 CHE DE LA BUTTE AU BEURRE;BP 8   LES METZ;78;YVELINES;78354 JOUY EN JOSAS CEDEX;01 39 45 20 73;01 30 70 62 48;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;33246803200088;8610Z;15;ARS privé hors PSPH sous dotation globale;7;Etab de santé privé non lucratif, non déclar intérêt collect;1973-07-30;48.7755572;2.1615171;48.7755572,2.1615171
750300014;750000564;CLINIQUE MEDICO-CHIRURGICALE DU LOUVRE;SA CLINIQUE DU LOUVRE;;;17;;R;DES PRETRES SAINT GERMAIN;17 R DES PRETRES SAINT GERMAIN;L'AUXERROIS;75;PARIS;75001 PARIS;01 53 40 60 00;01 53 40 60 63;128;Etablissement de Soins Chirurgicaux;1110;Etablissements de Soins de Courte Durée;55209712300012;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1957-01-15;48.8592238;2.3411803;48.8592238,2.3411803
750053910;750720914;HOPITAL DE JOUR CENTRE CLEMENT MICHEL;HOPITAL DE JOUR CENTRE CLEMENT MICHEL;;;6;;R;DU CONVENTIONNEL CHIAPPE;6 R DU CONVENTIONNEL CHIAPPE;;75;PARIS;75013 PARIS;;;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;;;4;ARS établissements PSPH dotation globale;6;Etablissement de santé privé d’intérêt collectif;2011-01-04;48.8188166;2.3631339;48.8188166,2.3631339
940300551;940000912;CLINIQUE DES NORIETS;;;;12;;R;DES NORIETS;12 R DES NORIETS;;94;VAL-DE-MARNE;94408 VITRY SUR SEINE CEDEX;01 45 59 55 03;01 46 77 75 54;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;39369700800018;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1965-08-07;48.7940164;2.3814796;48.7940164,2.3814796
750006579;940016819;CENTRE LOUIS LE GUILLANT;;;ESQ 75G08;25;;R;SERVAN;25 R SERVAN;;75;PARIS;75011 PARIS;01 43 79 81 44;01 43 79 74 18;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.8603525;2.3833278;48.8603525,2.3833278
940000482;940140049;CENTRE MEDICO-PSYCHOLOGIQUE 94G17;;;;7;B;AV;DU GENERAL DE GAULLE;7B AV DU GENERAL DE GAULLE;;94;VAL-DE-MARNE;94320 THIAIS;01 48 84 96 11;01 48 84 94 39;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26940106300491;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1992-01-12;48.7666946;2.3844987;48.7666946,2.3844987
940006919;940016819;CMP HUGO;;;;9;;R;VICTOR HUGO;9 R VICTOR HUGO;;94;VAL-DE-MARNE;94700 MAISONS ALFORT;01 43 76 90 30;01 43 78 23 69;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2005-01-01;48.8013323;2.433051;48.8013323,2.433051
770010809;770110054;CMP ALLENDE;;;;21;;R;SALVADOR ALLENDE;21 R SALVADOR ALLENDE;;77;SEINE-ET-MARNE;77240 VERT ST DENIS;01 60 63 37 81;01 60 63 22 66;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26770005200215;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2005-01-01;48.562583;2.6214806;48.562583,2.6214806
950500017;950015289;CENTRE MEDICAL LE PARC CH DU VEXIN;"CENTRE HOSPITALIER DU VEXIN-CENTRE MEDICAL""LE PARC""";;;;;R;DE LA BUCAILLE;R DE LA BUCAILLE;;95;VAL-D'OISE;95510 AINCOURT;01 34 79 44 44;01 34 79 44 79;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1972-06-11;49.0748893;1.7687646;49.0748893,1.7687646
780017927;780002697;CMP + CATTP 78G03;;;;60;;R;ARISTIDE BRIAND;60 R ARISTIDE BRIAND;;78;YVELINES;78130 LES MUREAUX;01 30 22 13 43;01 30 22 16 93;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26780577800250;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1997-01-01;48.9886354;1.9111417;48.9886354,1.9111417
920014578;780140059;CMP;;;;10;;VLA;DES MARRONNIERS;10 VLA DES MARRONNIERS;;92;HAUTS-DE-SEINE;92000 NANTERRE;01 41 38 02 73;01 41 38 95 61;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26780244500366;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2007-02-27;48.8828003;2.2202113;48.8828003,2.2202113
950000703;950500041;"HOPITAL ""LE PARC""";;;;;;CHE;DES AUMUSES;CHE DES AUMUSES;B.P. 66;95;VAL-D'OISE;95153 TAVERNY CEDEX;01 30 40 60 00;01 39 60 03 79;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;26950010400014;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1920-01-01;49.027441;2.223507;49.027441,2.223507
950000026;950110015;CTRE MEDICO-PSYCHOLOGIQUE 95G05;;;;46;;BD;CHARLES DE GAULLE;46 BD CHARLES DE GAULLE;;95;VAL-D'OISE;95110 SANNOIS;01 39 80 16 52;01 30 25 41 49;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26950163100031;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.9714839;2.2584363;48.9714839,2.2584363
920023611;600100028;CMP ADULTE CH COURBEVOIE-NEUILLY G07;;;;1;;AV;JEANNE;1 AV JEANNE;;92;HAUTS-DE-SEINE;92600 ASNIERES SUR SEINE;01 47 90 60 99;01 47 93 29 03;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;26600711100302;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1989-07-17;48.9076724;2.2726238;48.9076724,2.2726238
950803262;950001370;CENTRE MEDICO-PSYCHOLOGIQUE G07;CENTRE MEDICO-PSYCHOLOGIQUE - SECTEUR 7;;;7;;R;RENAUD;7 R RENAUD;;95;VAL-D'OISE;95160 MONTMORENCY;01 34 12 88 50;01 39 64 67 74;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26950262100197;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.9931022;2.3247554;48.9931022,2.3247554
750024028;940016819;CENTRE CHATELET;;;;5;;R;SAINT DENIS;5 R SAINT DENIS;;75;PARIS;75001 PARIS;;;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2005-01-01;48.8587662;2.3474434;48.8587662,2.3474434
910012988;910140029;HOPITAL DE JOUR G07;;;;24;;R;DE ROSSAYS;24 R DE ROSSAYS;;91;ESSONNE;91600 SAVIGNY SUR ORGE;01 69 45 56 24;;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;26910009500596;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2006-07-12;48.673326;2.3521518;48.673326,2.3521518
750810384;750720922;HOPITAL DE JOUR GEORGES VACOLA;HOPITAL DE JOUR GEORGES VACOLA - ANPEDA;;;44;;QUA;DE LA LOIRE;44 QUA DE LA LOIRE;;75;PARIS;75019 PARIS;01 42 02 19 19;01 42 02 87 47;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;;;15;ARS privé hors PSPH sous dotation globale;7;Etab de santé privé non lucratif, non déclar intérêt collect;1975-10-17;48.8853883;2.3751111;48.8853883,2.3751111
750140022;750720575;CLINIQUE MEDICO-UNIVERSITAIRE G.HEUYER;CLINIQUE MEDICO-UNIVERSITAIRE GEORGES HEUYER;;;68;;R;DES GRANDS MOULINS;68 R DES GRANDS MOULINS;;75;PARIS;75013 PARIS;01 45 85 25 17;01 45 85 13 44;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;77568300600156;;4;ARS établissements PSPH dotation globale;6;Etablissement de santé privé d’intérêt collectif;1963-05-15;48.8273832;2.3754926;48.8273832,2.3754926
750802811;750034308;CMP ADULTES CRIMÉE;CENTRE MEDICO-PSYCHOLOGIQUE - EPS MAISON BLANCHE SECTEUR 25;;MB SECTEUR 25;97;;R;DE CRIMÉE;97 R DE CRIMÉE;;75;PARIS;75019 PARIS;01 42 49 21 50;01 42 06 66 84;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26930124800085;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.8842436;2.3840322;48.8842436,2.3840322
950006718;950110049;HOPITAL DE JOUR 95G11;;;;;;R;DE L'HOTEL DIEU;R DE L'HOTEL DIEU;;95;VAL-D'OISE;95500 GONESSE;;;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;26950004700130;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2000-11-15;48.987459;2.448264;48.987459,2.448264
940006679;940017338;HÔPITAL PRIVÉ DE MARNE-LA-VALLÉE;;;;33;;R;LÉON MENU;33 R LÉON MENU;;94;VAL-DE-MARNE;94360 BRY SUR MARNE;01 49 14 80 00;;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;2009-08-26;48.8392317;2.5381791;48.8392317,2.5381791
770003531;770170017;HOPITAL DE JOUR PAUL SIVADON;;;;57;;R;ST LAURENT;57 R ST LAURENT;;77;SEINE-ET-MARNE;77400 LAGNY SUR MARNE;01 60 07 16 24;01 60 07 18 50;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1996-01-01;48.8726882;2.7064268;48.8726882,2.7064268
930815568;930140025;APPARTEMENT THERAPEUTIQUE;;;;35;;R;L.A. BLANQUI;35 R L.A. BLANQUI;;93;SEINE-SAINT-DENIS;93140 BONDY;01 48 50 19 51;;412;Appartement Thérapeutique;1111;Autres Etablissements de Lutte contre les Maladies Mentales;26930093500450;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.8996808;2.4822275;48.8996808,2.4822275
770809143;770110054;CENTRE MEDICO-PSY. 77 G 03;DISPENSAIRE HYGIENE MENTALE SECTEUR 1 ET 2;;;9;;R;BONTEMPS;9 R BONTEMPS;;77;SEINE-ET-MARNE;77000 MELUN;01 64 71 66 99;01 64 71 67 93;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26770005200058;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.539438;2.6669933;48.539438,2.6669933
770809200;770110062;LONG SEJOUR CH MONTEREAU;LONG SEJOUR DE L'HOPITAL DE MONTEREAU;;;1;B;R;VICTOR HUGO;1B R VICTOR HUGO;;77;SEINE-ET-MARNE;77875 MONTEREAU CEDEX;01 64 31 64 31;01 64 31 64 18;362;Etablissement de Soins Longue Durée;1109;Etablissements de Soins de Longue Durée;26770932700030;;17;Autorité mixte ARS PCG  dotation globale;1;Etablissement public de santé;1978-10-01;48.3829123;2.9539991;48.3829123,2.9539991
920811882;940140049;CTRE ACTIVITE THERAP. (VENT DU LARGE);CENTRE D'ACTIVITE THERAPEUTIQUE POUR ADULTES;;;44;;R;CARVES;44 R CARVES;;92;HAUTS-DE-SEINE;92120 MONTROUGE;01 40 92 00 30;01 49 85 34 62;425;Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26940106300129;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1980-03-06;48.8124254;2.3225848;48.8124254,2.3225848
750006058;750034308;CMP CATTP ORDENER;;;MB SECTEUR 23;40;;VOI;ORDONER;40 VOI ORDONER;;75;PARIS;75018 PARIS;01 42 59 83 40;01 42 55 56 86;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26930124800150;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.89215;2.3444472;48.89215,2.3444472
940100043;750712184;HOPITAL BICETRE (AP-HP);;;;78;;R;DU GENERAL LECLERC;78 R DU GENERAL LECLERC;;94;VAL-DE-MARNE;94275 LE KREMLIN BICETRE CEDEX;01 45 21 21 21;01 45 21 20 97;101;Centre Hospitalier Régional (C.H.R.);1101;Centres Hospitaliers Régionaux;26750045200441;8610Z;2;Autorité Ministérielle;1;Etablissement public de santé;1904-04-04;48.8098994;2.3575537;48.8098994,2.3575537
750032229;750827933;HÔPITAL MÈRE-ENFANT DE L'EST PARISIEN;ÉTABLISSEMENT DE SOINS DE SUITE DE L'ASSOCIATION HORIZONS;;;9;;R;DES BLUETS;9 R DES BLUETS;;75;PARIS;75011 PARIS;01 55 28 03 00;;108;Etablissement de Convalescence et de Repos;1107;Etablissements de Soins de Suite et de Réadaptation;34878236800040;8899A;7;ARS établissements de santé non financés dotation globale;7;Etab de santé privé non lucratif, non déclar intérêt collect;2010-04-22;48.864351;2.3818073;48.864351,2.3818073
750170490;750719312;HOPITAL DE JOUR ENTRAIDE UNIVERSITAIRE;HOPITAL DE JOUR POUR ENFANTS ENTRAIDE UNIVERSITAIRE;;;13;;R;DU SAHEL;13 R DU SAHEL;;75;PARIS;75012 PARIS;01 43 45 86 74;01 43 42 50 42;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;77567246200121;8610Z;15;ARS privé hors PSPH sous dotation globale;7;Etab de santé privé non lucratif, non déclar intérêt collect;1978-03-01;48.8411357;2.4027729;48.8411357,2.4027729
930150032;930000815;MATERNITE DES LILAS;MATERNITE DES LILAS;;déc.-14;12;;R;DU COQ FRANCAIS;12 R DU COQ FRANCAIS;;93;SEINE-SAINT-DENIS;93260 LES LILAS;01 49 72 64 65;01 43 62 70 41;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;78833995000016;8610Z;4;ARS établissements PSPH dotation globale;6;Etablissement de santé privé d’intérêt collectif;1964-03-02;48.8786012;2.4148143;48.8786012,2.4148143
930811237;750712184;SMUR PEDIA.AVICENNE AP-HP;S.M.U.R.  PEDIATRIQUE AVICENNE CH. MONTREUIL A.P.-H.P.;;C.H.I. ANDRÉ GRÉGOIRE;56;;BD;DE LA BOISSIERE;56 BD DE LA BOISSIERE;;93;SEINE-SAINT-DENIS;93100 MONTREUIL;01 49 20 30 40;01 49 20 31 23;101;Centre Hospitalier Régional (C.H.R.);1101;Centres Hospitaliers Régionaux;26750045200565;8610Z;2;Autorité Ministérielle;1;Etablissement public de santé;1904-04-04;48.878406;2.4533091;48.878406,2.4533091
950016139;950015289;CH- MARINES SSR GERIATRIQUE;CENTRE HOSPITALIER - MARINES SSR-GERIATRIQUE;;;12;;BD;GAMBETTA;12 BD GAMBETTA;;95;VAL-D'OISE;95640 MARINES;;;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;20002688800095;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2010-09-20;49.1460735;1.9767876;49.1460735,1.9767876
780007399;780001236;CONSULTATION PRÉ ET POSTNATALE;;;;20;;R;ARMAGIS;20 R ARMAGIS;;78;YVELINES;78105 ST GERMAIN EN LAYE CEDEX;01 39 27 42 99;;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;26780580200019;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2004-01-04;48.8976125;2.0856312;48.8976125,2.0856312
780150066;780808614;CLINIQUE MEDICALE DE LA PORTE VERTE;CLINIQUE MEDICALE DE LA PORTE VERTE - CENTRE DE GERIATRIE;;;6;;AV;FRANCHET D'ESPEREY;6 AV FRANCHET D'ESPEREY;BP 455;78;YVELINES;78004 VERSAILLES CEDEX;01 39 63 74 00;01 39 63 74 58;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;31390542400013;8610Z;4;ARS établissements PSPH dotation globale;6;Etablissement de santé privé d’intérêt collectif;1978-10-16;48.8196745;2.1397704;48.8196745,2.1397704
920310034;920001088;CLINIQUE DU CHATEAU DE GARCHES;CLINIQUE DU CHATEAU DE GARCHES;;;11;B;R;DE LA PORTE JAUNE;11B R DE LA PORTE JAUNE;;92;HAUTS-DE-SEINE;92380 GARCHES;01 47 95 63 00;01 47 95 64 00;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;41414792600011;8610Z;6;Tarif d'Autorité;0;Non concerné;1931-01-01;48.8427993;2.1990321;48.8427993,2.1990321
920012069;920001096;RELAIS JEUNES DE SEVRES;;;;26;;R;AUGUSTE RODIN;26 R AUGUSTE RODIN;;92;HAUTS-DE-SEINE;92310 SEVRES;01 41 14 15 00;;161;Maison de Santé pour Maladies Mentales;1111;Autres Etablissements de Lutte contre les Maladies Mentales;31177097800022;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;2008-04-02;48.8216629;2.2151357;48.8216629,2.2151357
920000593;920026374;CHICNP - SITE  PUTEAUX;CHI COURBEVOIE-NEUILLY-PUTEAUX SITE PUTEAUX;;;1;;BD;RICHARD WALLACE;1 BD RICHARD WALLACE;;92;HAUTS-DE-SEINE;92800 PUTEAUX;01 41 18 30 00;01 41 18 30 22;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;20002723300085;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1946-01-01;48.8787546;2.2419782;48.8787546,2.2419782
780300323;780003679;HOP PRIVE DE VERSAILLES FRANCISCAINES;HOPITAL PRIVE DE VERSAILLES FRANCISCAINES;;;7;B;R;PORTE DE BUC;7B R PORTE DE BUC;;78;YVELINES;78009 VERSAILLES CEDEX;08 26 30 33 33;01 30 97 33 38;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;43219715000019;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1945-01-01;48.795226;2.1385684;48.795226,2.1385684
950000075;950110015;APPARTEMENT THERAPEUTIQUE 95G06;;;;1;;R;J.J ROUSSEAU;1 R J.J ROUSSEAU;;95;VAL-D'OISE;95220 HERBLAY;01 39 78 70 80;;412;Appartement Thérapeutique;1111;Autres Etablissements de Lutte contre les Maladies Mentales;26950163100122;8610Z;3;ARS établissements Publics de santé dotation globale;;;1904-04-04;48.9932144;2.1674642;48.9932144,2.1674642
920023652;940140049;CMP ANTENNE DE CHAVILLE;CMP ANTENNE DE CHAVILLE;;;22;;AV;DE LA FONTAINE HENRI IV;22 AV DE LA FONTAINE HENRI IV;;92;HAUTS-DE-SEINE;92370 CHAVILLE;01 41 15 05 10;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26940106300772;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1998-07-09;48.8115351;2.1926669;48.8115351,2.1926669
920000627;920009909;CH DES 4 VILLES SITE SEVRES;CENTRE HOSPITALIER DES QUATRE VILLES;SITE SÈVRES;;141;;;GRANDE RUE;141  GRANDE RUE;;92;HAUTS-DE-SEINE;92310 SEVRES;01 41 14 75 15;01 45 34 28 04;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;26920154700081;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1974-04-04;48.8209843;2.2020349;48.8209843,2.2020349
920023918;920804465;C.A.S.A.;;;;5;;R;AVAULEE;5 R AVAULEE;;92;HAUTS-DE-SEINE;92240 MALAKOFF;01 46 55 56 66;;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;26920141400217;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2009-01-01;48.8164734;2.2922346;48.8164734,2.2922346
920300043;920001526;HOPITAL PRIVE D'ANTONY;;;;1;;R;VELPEAU;1 R VELPEAU;;92;HAUTS-DE-SEINE;92160 ANTONY;01 46 74 37 00;01 46 66 30 23;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;30500758500022;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;2002-11-15;48.7566772;2.3023535;48.7566772,2.3023535
750802308;910140011;CMP ENFANTS GRENELLE;CENTRE MEDICO-PSYCHOLOGIQUE PERRAY VAUCLUSE 75 I 09;;PV 75 I 09;164;;R;DE GRENELLE;164 R DE GRENELLE;;75;PARIS;75007 PARIS;01 45 51 85 41;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26910206700114;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;48.8580522;2.3089662;48.8580522,2.3089662
750801524;750712184;CLINIQUE DENTAIRE J.DELIBERO (AP-HP);CLINIQUE DENTAIRE JEAN DELIBERO;;;45;;R;LA TOUR D'AUVERGNE;45 R LA TOUR D'AUVERGNE;;75;PARIS;75009 PARIS;01 42 34 79 25;;101;Centre Hospitalier Régional (C.H.R.);1101;Centres Hospitaliers Régionaux;26750045200854;8610Z;2;Autorité Ministérielle;1;Etablissement public de santé;1904-04-04;48.8797379;2.3409384;48.8797379,2.3409384
750830044;910140011;C.I.A.P.A;CENTRE INTERHOSPITALIER ACCUEIL PERMANENT POUR ADOLESCENTS;CENTRE HOSP. D' ACCUEIL ADO;PV 75 I 09;55;;R;DU SIMPLON;55 R DU SIMPLON;;75;PARIS;75018 PARIS;01 53 09 27 90;01 53 09 27 99;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1998-10-25;48.8948404;2.3463234;48.8948404,2.3463234
940300569;940000912;CLINIQUE CHIRURGICALE DE VITRY;;;;22;;R;DE LA PETITE SAUSSAIE;22 R DE LA PETITE SAUSSAIE;;94;VAL-DE-MARNE;94400 VITRY SUR SEINE;01 45 73 35 35;01 45 73 35 99;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1958-01-06;48.7856378;2.3894821;48.7856378,2.3894821
940804628;940016819;CMP INF-JUV PABLO PICASSO;CENTRE MEDICO-PSYCHOLOGIQUE INFANTO-JUVENILE GROUPE 94I04;CENTRE D'ACCUEIL MEDICO-PSY-ADOL;;3;;;TOUR PABLO PICASSO;3  TOUR PABLO PICASSO;;94;VAL-DE-MARNE;94600 CHOISY LE ROI;01 48 84 23 05;01 48 84 23 05;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;;;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1982-01-09;48.762541;2.4088759;48.762541,2.4088759
940813090;750043994;POLYCLINIQUE LA CONCORDE;;;;90;;R;MARCEL BOURDARIAS;90 R MARCEL BOURDARIAS;;94;VAL-DE-MARNE;94140 ALFORTVILLE;01 45 18 28 28;01 45 18 28 00;365;Etablissement de Soins Pluridisciplinaire;1110;Etablissements de Soins de Courte Durée;30116075000669;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;1993-03-07;48.8048644;2.4241601;48.8048644,2.4241601
940804727;940110042;C.M.PSY.ADULTES-C.H.I.VILLENEUVE;CTRE MEDICO-PSYCHOLOGIQUE PSY.ADULTES-CHIV-VILLENEUVE ST GEO;;;18;;PL;PIERRE SEMARD;18 PL PIERRE SEMARD;;94;VAL-DE-MARNE;94190 VILLENEUVE ST GEORGES;01 43 89 26 93;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26940120400087;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1974-05-01;48.7295384;2.4468972;48.7295384,2.4468972
940800717;940140023;HOPITAL DE JOUR 94G01 FONTENAY;HOPITAL DE JOUR SECTEUR 94G01;;;8;;R;ANATOLE FRANCE;8 R ANATOLE FRANCE;;94;VAL-DE-MARNE;94120 FONTENAY SOUS BOIS;01 48 75 21 63;01 48 75 55 97;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;26940134500138;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1978-05-06;48.852946;2.4716814;48.852946,2.4716814
940140080;940140023;HOPITAL DE JOUR 94G04 VILLIERS;;;;12;;R;DE CHENNEVIERES;12 R DE CHENNEVIERES;;94;VAL-DE-MARNE;94350 VILLIERS SUR MARNE;01 49 30 74 78;;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Centres Hospitaliers Spécialisés Lutte Maladies Mentales;26940134500260;8610Z;3;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1980-07-21;48.818832;2.5392128;48.818832,2.5392128
